,LOSS,ACCURACY,EPOCH
0,1.799274679660797,38.79,1
1,1.2858878368139266,58.34,2
2,0.9808148369789124,65.89,3
3,0.8488434202671051,66.33,4
4,0.751815779030323,64.62,5
5,0.6993451379537582,74.75,6
6,0.6638589625358582,73.07000000000001,7
7,0.6357495037317276,74.74,8
8,0.6162066857218742,74.86,9
9,0.5915104232430458,78.0,10
10,0.5879565198421478,71.23,11
11,0.5584072431921959,75.72,12
12,0.5617078986167908,74.42999999999999,13
13,0.5410943403244018,77.06,14
14,0.5301759243011475,72.08,15
15,0.5346196057200432,79.35,16
16,0.5268255278468132,80.41,17
17,0.5214661099910736,80.83,18
18,0.512929654598236,74.79,19
19,0.5045894337296486,76.18,20
20,0.5092319403886795,80.03,21
21,0.4959786134660244,77.48,22
22,0.49790891364216805,79.36,23
23,0.4972040714621544,75.49,24
24,0.4853791962265968,77.03,25
25,0.48952625480294226,79.24,26
26,0.4838757964670658,78.56,27
27,0.4810540491938591,76.08,28
28,0.47400420466065407,78.58000000000001,29
29,0.4692254659533501,80.78999999999999,30
30,0.46659997713565826,79.29,31
31,0.46734313571453096,79.46,32
32,0.47098133504390716,80.21000000000001,33
33,0.46822224333882334,76.24,34
34,0.4669383323788643,78.97999999999999,35
35,0.46469520664215086,77.19,36
36,0.45717358753085136,75.01,37
37,0.45999941930174826,79.5,38
38,0.4562345976829529,77.28,39
39,0.460529996663332,80.23,40
40,0.4568472708463669,75.94999999999999,41
41,0.4571439836323261,79.21000000000001,42
42,0.4601391526162624,77.27000000000001,43
43,0.4559547284543514,80.62,44
44,0.4458938038945198,80.69,45
45,0.4572579085826874,81.22,46
46,0.4533142906427383,79.72,47
47,0.4497162264585495,76.64,48
48,0.45536510801315305,77.2,49
49,0.25361001120507715,90.95,50
50,0.19584343340992927,91.52,51
51,0.17084393664449454,91.61,52
52,0.15511630960553885,91.94,53
53,0.14338343568891287,92.45,54
54,0.13087571297585965,92.12,55
55,0.12103496792167426,91.88,56
56,0.11651745945587755,91.75999999999999,57
57,0.10639580454304814,91.60000000000001,58
58,0.10505274206958712,91.74,59
59,0.09364516073837877,91.60000000000001,60
60,0.09261477544344962,91.51,61
61,0.09326679026335478,90.62,62
62,0.09103233241662383,91.27,63
63,0.08968829497881234,91.25999999999999,64
64,0.08830453622154892,91.18,65
65,0.087171118051745,91.38,66
66,0.08437142583169042,91.33,67
67,0.09120849493332207,90.93,68
68,0.08840269449725748,91.10000000000001,69
69,0.09199081994779408,91.4,70
70,0.0913090291135013,90.12,71
71,0.08818056733347475,91.13,72
72,0.09063625253364443,90.32,73
73,0.08893038973212242,91.4,74
74,0.09211524686776101,91.05,75
75,0.09413009900040925,91.36,76
76,0.08319368249364198,91.4,77
77,0.0932371581569314,90.94,78
78,0.09192290174774825,91.36999999999999,79
79,0.04831519403774291,92.85,80
80,0.03147888284176588,93.0,81
81,0.026061725731473417,93.14,82
82,0.022853374079335482,93.2,83
83,0.019375371233560146,93.27,84
84,0.017352228344883768,93.37,85
85,0.016670842780265958,93.4,86
86,0.015985230615828187,93.36,87
87,0.013966664762003348,93.34,88
88,0.012617768730036914,93.41000000000001,89
89,0.012027574182022363,93.47999999999999,90
90,0.011597602124325932,93.52000000000001,91
91,0.010912097916239873,93.52000000000001,92
92,0.011218167938524858,93.46,93
93,0.011567437337478623,93.23,94
94,0.009258081017993391,93.24,95
95,0.009552881003823132,93.23,96
96,0.00803819308616221,93.21000000000001,97
97,0.00850027885963209,93.25,98
98,0.008372181090991944,93.49,99
99,0.008246435380540788,93.52000000000001,100
