,epoch,accuracy,loss
0,1,71.33,101.37939381599426
1,2,72.19,65.62423264980316
2,3,73.38,53.049765914678574
3,4,80.43,47.35458645224571
4,5,81.19,42.245020002126694
5,6,81.28999999999999,38.79968819022179
6,7,82.08,37.137126952409744
7,8,82.69999999999999,34.3749842941761
8,9,80.81,33.170454025268555
9,10,81.67,32.28310653567314
10,11,84.47,31.567663744091988
11,12,84.28,30.306825563311577
12,13,82.80999999999999,30.505052879452705
13,14,79.21000000000001,30.320173621177673
14,15,87.72999999999999,23.96791385114193
15,16,88.03999999999999,21.529723182320595
16,17,87.94,20.88729263842106
17,18,88.1,20.204689159989357
18,19,88.01,20.01435086131096
19,20,88.22,19.382999688386917
20,21,88.19,19.40553778409958
21,22,87.83999999999999,18.870320290327072
22,23,88.01,18.61180503666401
23,24,88.3,18.05629651248455
24,25,88.26,17.851798474788666
25,26,88.18,17.74139967560768
26,27,88.29,17.89679355919361
27,28,88.24,17.826729029417038
28,29,88.25,17.71118403226137
29,30,88.3,17.73024021834135
