,accuracy,loss,params,epoch
0,43.272,1.6735679512023927,24458,1
1,54.954,1.379261953830719,24458,2
2,55.43599999999999,1.29444789147377,24458,3
3,48.854,1.2544862596988677,24458,4
4,54.052,1.3966614925861358,16364,5
5,54.066,1.3945976464748382,16364,6
6,54.06999999999999,1.3962425346374512,16364,7
7,53.56999999999999,1.3940176606178283,16364,8
8,54.288000000000004,1.3965739645957946,16364,9
9,54.26,1.3952853574752808,16364,10
