,epoch,accuracy
0,1,39.67
1,2,47.5
2,3,55.33
3,4,58.68
4,5,62.480000000000004
5,6,64.38000000000001
6,7,60.92999999999999
7,8,68.52000000000001
8,9,69.39
9,10,71.07
10,11,68.58
11,12,71.59
12,13,72.26
13,14,72.16
14,15,72.11999999999999
15,16,72.49
16,17,72.61999999999999
17,18,73.28
18,19,71.59
19,20,73.69
