,epoch,accuracy
0,1,38.879999999999995
1,2,52.81
2,3,61.69
3,4,62.35000000000001
4,5,68.69
5,6,67.93
6,7,69.5
7,8,71.88
8,9,71.8
9,10,72.71
10,11,74.83
11,12,74.24
12,13,74.74
13,14,74.09
14,15,74.82
15,16,76.58
16,17,75.07000000000001
17,18,76.37
18,19,75.3
19,20,76.32
