,epoch,accuracy
0,1,25.240000000000002
1,2,38.11
2,3,43.419999999999995
3,4,47.38
4,5,49.65
5,6,54.279999999999994
6,7,53.74
7,8,56.730000000000004
8,9,53.32
9,10,57.75
10,11,59.24
11,12,59.050000000000004
12,13,58.89
13,14,58.64
14,15,61.58
15,16,59.07
16,17,60.199999999999996
17,18,62.370000000000005
18,19,63.7
19,20,58.089999999999996
