,epoch,accuracy
0,1,47.510000000000005
1,2,55.02
2,3,62.56
3,4,67.01
4,5,69.72
5,6,71.48
6,7,72.39
7,8,73.97
8,9,74.21
9,10,74.53999999999999
10,11,75.79
11,12,74.92999999999999
12,13,75.39
13,14,76.07000000000001
14,15,75.38
15,16,74.72999999999999
16,17,77.51
17,18,76.99000000000001
18,19,77.28
19,20,78.45
