,epoch,accuracy
0,1,37.55
1,2,51.559999999999995
2,3,61.919999999999995
3,4,61.050000000000004
4,5,64.5
5,6,63.91
6,7,66.46
7,8,70.27
8,9,71.21
9,10,72.35000000000001
10,11,71.64
11,12,71.94
12,13,72.74000000000001
13,14,74.15
14,15,73.56
15,16,73.26
16,17,75.87
17,18,73.47
18,19,75.41
19,20,72.57000000000001
