,epoch,accuracy
0,1,37.82
1,2,47.349999999999994
2,3,50.79
3,4,56.220000000000006
4,5,57.37
5,6,62.839999999999996
6,7,64.07000000000001
7,8,63.78
8,9,66.11
9,10,66.24
10,11,66.31
11,12,67.86
12,13,67.44
13,14,67.29
14,15,69.49
15,16,69.1
16,17,69.73
17,18,68.44
18,19,66.78
19,20,68.67999999999999
